time,open,high,low,close,Sell,Buy,ATR
2022-04-12T16:30:00+03:00,3069.55,3070.5,3044.95,3057.65,0,0,2999.3538907048783
2022-04-12T16:45:00+03:00,3057.65,3061.15,3047.65,3048,0,0,3000.318397413344
2022-04-12T17:00:00+03:00,3048,3055.6,3030.25,3040.95,0,0,3001.4159905296956
2022-04-12T17:15:00+03:00,3040.95,3042.7,3010.05,3014.15,0,0,3001.570187088323
2022-04-12T17:30:00+03:00,3014.15,3029.3,3014,3020.75,0,0,3001.5967679933074
2022-04-12T17:45:00+03:00,3020.75,3026.8,3015,3024.9,0,0,3002.7401615139224
2022-04-12T18:00:00+03:00,3024.9,3039.6,3022.45,3037.35,0,0,3003.5252440423837
2022-04-12T18:15:00+03:00,3037.35,3051.35,3034.95,3050.55,0,0,3004.007341768198
2022-04-12T18:30:00+03:00,3050.55,3054.75,3043.9,3053.3,0,0,3008.4657042514636
2022-04-12T18:45:00+03:00,3053.3,3054.7,3038.6,3041.4,0,0,3008.776825920378
2022-04-12T19:00:00+03:00,3041.4,3047.7,3030.7,3040.25,0,0,3009.219944897307
2022-04-12T19:15:00+03:00,3040.25,3060,3023,3027.55,0,0,3009.3525005486235
2022-04-12T19:30:00+03:00,3027.55,3034.95,3017.5,3026.7,0,0,3009.8802180661214
2022-04-12T19:45:00+03:00,3026.7,3042.8,3025,3040.25,0,0,3010.33998585306
2022-04-12T20:00:00+03:00,3040.25,3046.3,3030.65,3041.75,0,0,3010.683550105142
2022-04-12T20:15:00+03:00,3041.75,3048.5,3035.45,3040.25,0,0,3010.938439603934
2022-04-12T20:30:00+03:00,3040.25,3046.5,3029.05,3030.1,0,0,3011.1958006584446
2022-04-12T20:45:00+03:00,3030.1,3031.3,3022.75,3030.25,0,0,3011.353089177881
2022-04-12T21:00:00+03:00,3030.25,3034.45,3011,3012.15,0,0,3011.3717478805174
2022-04-12T21:15:00+03:00,3012.15,3013,2998.6,3007.6,0,0,3011.086500916099
2022-04-12T21:30:00+03:00,3007.6,3012.05,2997,3003,0,0,3010.9124123979645
2022-04-12T21:45:00+03:00,3003,3009.75,2997.7,2998.55,0,0,3010.8365158046045
2022-04-12T22:00:00+03:00,2998.55,3004.05,2985.65,2987.9,0,0,3010.5098904332085
2022-04-12T22:15:00+03:00,2987.9,2988.35,2969.7,2975.4,1,0,3043.2383805890445
2022-04-12T22:30:00+03:00,2975.4,2992.9,2971.05,2990.3,0,0,3042.8959274311896
2022-04-12T22:45:00+03:00,2990.3,2994.3,2965.4,2970.15,0,0,3042.527344257323
